id,list_price,list_price_2,selling_price,quantity,bonus_coefficient,discount_coefficient,minimum_quantity,maximum_quantity,stock_available,timestamp,offer_id,product_id,suboffer_id
426,25903.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2025-03-06 15:31:55.572231+00,70,588,121
87,4485.30,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-17 19:47:08.836085+00,20,301,25
214,7382.84,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-09-05 17:56:19.359552+00,33,192,43
115,14430.00,0.00,0.00,0,1.00,1.00,0,1000,9999,2024-08-08 19:14:02.24276+00,26,438,35
215,9266.38,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-09-05 17:56:19.364402+00,33,193,43
117,53234.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-05 21:22:21.996152+00,27,445,36
46,22627.00,0.00,0.00,0,1.00,1.00,1,1000,9993,2024-09-09 18:41:10.139512+00,14,588,18
472,12135.00,0.00,0.00,0,0.00,0.00,0,99999999,99999999,2025-04-28 18:43:26.595521+00,77,593,137
301,13096.20,0.00,0.00,0,1.00,1.00,0,99999999,9992,2024-12-17 16:01:37.29833+00,52,350,71
280,10542.00,0.00,0.00,0,1.00,1.00,0,99999999,9964,2024-11-23 21:31:55.487746+00,50,62,67
97,25691.20,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-23 23:18:04.333959+00,24,547,30
98,51543.10,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-23 23:19:48.676083+00,24,556,31
99,85905.30,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-23 23:19:48.679729+00,24,557,31
4,13813.50,0.00,0.00,0,1.00,1.00,4,80,731,2024-08-21 20:42:55.556231+00,2,124,3
106,8359.46,0.00,0.00,0,1.00,1.00,0,1000,9980,2024-09-12 22:40:08.723848+00,25,131,33
90,9927.37,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-23 23:21:12.147703+00,24,548,29
217,10096.00,0.00,0.00,0,1.00,1.00,0,10000,10000,2024-09-11 13:20:43.848426+00,35,551,45
218,10920.10,0.00,0.00,0,1.00,1.00,0,10000,10000,2024-09-11 13:20:43.856175+00,35,548,45
219,11126.20,0.00,0.00,0,1.00,1.00,0,10000,10000,2024-09-11 13:20:43.863181+00,35,550,45
94,17981.70,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-23 23:21:46.592065+00,24,553,29
103,48929.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-24 00:05:27.194273+00,25,120,32
104,59372.40,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-07-24 00:05:27.19784+00,25,121,32
114,9266.38,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-22 18:48:56.77218+00,25,193,34
5,16337.40,0.00,0.00,0,1.00,1.00,6,50,1128,2024-08-21 20:42:55.562739+00,2,128,3
6,18409.50,0.00,0.00,0,1.00,1.00,0,100,1859,2024-08-21 20:42:55.601738+00,2,168,4
7,24125.70,0.00,0.00,0,1.00,1.00,1,120,2919,2024-08-21 20:42:55.606412+00,2,167,4
210,8091.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-09 19:32:07.954474+00,32,427,41
119,23426.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-05 19:57:52.165165+00,29,431,38
120,3124.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-05 19:57:52.170104+00,29,432,38
76,19000.00,0.00,0.00,0,1.00,1.00,0,1000,9598,2024-09-06 15:37:23.693339+00,21,342,26
100,29042.50,0.00,0.00,0,1.00,1.00,0,1000,9989,2024-08-22 18:48:56.631774+00,25,117,32
123,3364.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-06 11:35:40.876804+00,28,590,37
124,4400.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-06 11:35:40.882474+00,28,496,37
125,6470.00,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-06 11:35:40.887237+00,28,591,37
101,30616.80,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-22 18:48:56.638479+00,25,118,32
102,42885.30,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-22 18:48:56.643911+00,25,119,32
83,12839.90,0.00,0.00,0,1.00,1.00,0,100,954,2024-08-13 23:40:00.825841+00,23,546,28
85,25691.20,0.00,0.00,0,1.00,1.00,0,100,956,2024-08-14 21:35:49.906151+00,23,547,28
237,10983.70,0.00,0.00,0,1.00,1.00,0,99999999,983,2024-11-19 21:13:31.031377+00,43,328,52
113,7382.84,0.00,0.00,0,1.00,1.00,0,1000,9995,2024-09-03 22:24:43.231984+00,25,192,34
58,31091.00,0.00,0.00,0,1.00,1.00,0,1000,9999,2024-11-05 14:55:57.384429+00,17,75,21
111,5468.76,0.00,0.00,0,1.00,1.00,0,1000,9998,2024-09-03 22:24:43.243764+00,25,191,34
108,12946.00,0.00,0.00,0,1.00,1.00,0,1000,9991,2024-08-22 18:48:56.71088+00,25,123,33
109,15192.70,0.00,0.00,0,1.00,1.00,0,1000,10000,2024-08-22 18:48:56.715931+00,25,125,33
